Station,Lat,Long,Town,River,High Level,Color
Corpusty,52.830878,1.126258,Corpusty,River Bure,0.82,"rgba(255, 0, 0)"
Marefield,52.675277,-0.888192,Twyford,Gaddesby Brook,2.5,"rgba(255, 0, 0)"
Flint Mill,53.920115,-1.358935,Wetherby,River Wharfe,1.8,"rgba(255, 0, 0)"
Louth,53.37106,0.008655,Keddington,Lud,0.3,"rgba(0, 204, 0)"
Holwell,51.203198,-2.389554,Nunney,Nunney Brook,1.037,"rgba(255, 0, 0)"
Worsham,51.793689,-1.564378,Charterville Allotments,Windrush,1.62,"rgba(255, 0, 0)"
Snainton Ings,54.202353,-0.566177,Brompton,Brompton Beck,0.142,"rgba(0, 204, 0)"
Sheering Hall,51.792981,0.16688,Churchgate Street,Pincey Brook,1,"rgba(255, 0, 0)"
Dotton,50.688326,-3.294258,Colaton Raleigh,River Otter,1.4,"rgba(255, 0, 0)"
Blyth,53.377166,-1.053244,Blyth,River Ryton,1.6,"rgba(255, 0, 0)"
Mordiford,52.026391,-2.629867,Mordiford,Wye,3.6,"rgba(255, 0, 0)"
Sicklesmere,52.212963,0.746693,Sicklesmere,Lark,1.3,"rgba(255, 0, 0)"
Swill Bridge,51.177714,-3.305414,Doniford,Doniford Stream,0.8,"rgba(255, 0, 0)"
Wearhead,54.753822,-2.225251,Wearhead,Killhope Burn,1.13,"rgba(255, 0, 0)"
Bourne End Wye,51.571155,-0.708557,Bourne End,Wye,1.24,"rgba(255, 0, 0)"
Mexborough Lock,53.495204,-1.244769,Mexborough,River Don,2.4,"rgba(255, 0, 0)"
Burpham,51.264494,-0.544883,Burpham,Merrow Common Stream,1.059,"rgba(255, 0, 0)"
Setchey Bridge,52.694217,0.419367,West Winch,Nar,1.076,"rgba(255, 0, 0)"
Grafton Lock,51.690894,-1.607898,Eaton Hastings,Thames,0.38,"rgba(0, 204, 0)"
Chandler's Ford,50.983422,-1.382474,Chandler's Ford,Monks Brook,1.04,"rgba(255, 0, 0)"
Bastreet,50.560822,-4.480182,Trebartha,Withy Brook,1.5,"rgba(255, 0, 0)"
Sharnbrook,52.219934,-0.521475,Sharnbrook,River Great Ouse,0.836,"rgba(255, 0, 0)"
Bewdley,52.383563,-2.322438,Bewdley,River Severn,3.3,"rgba(255, 0, 0)"
Tallington,52.656869,-0.382584,Tallington,Welland (Stamford - Peakirk),1.07,"rgba(255, 0, 0)"
Stapleford,52.141965,0.148004,Stapleford,River Granta,1.02,"rgba(255, 0, 0)"
Three Bridges,51.116941,-0.162605,Three Bridges,Gatwick Stream,2.6,"rgba(255, 0, 0)"
Went Bridge,53.650296,-1.262804,Went Bridge,River Went,0.662,"rgba(255, 194, 0)"
Wilton,51.076368,-1.862567,Wilton,River Nadder,0.57,"rgba(255, 194, 0)"
Glenridding Steamer Pier,54.554175,-2.944347,Glenridding,Lake Ullswater,1.257,"rgba(255, 0, 0)"
Gisburn,53.942277,-2.272495,Gisburn,Ribble,1.8,"rgba(255, 0, 0)"
Denby,50.479642,-4.795638,Denby,River Camel,2.3,"rgba(255, 0, 0)"
Holmbridge,53.556892,-1.819474,"Pickering, Ings Bridge",River Holme,0.6,"rgba(255, 194, 0)"
Quixhill,52.976338,-1.86056,Denstone,River Churnet,0.79,"rgba(255, 194, 0)"
Allington Lock,51.295161,0.507204,Sandling,Medway,0.5,"rgba(255, 194, 0)"
Low Moor,54.488525,-1.439612,Low Dinsdale,River Tees,4.5,"rgba(255, 0, 0)"
Malton,54.133301,-0.795495,Malton,River Derwent,2.95,"rgba(255, 0, 0)"
Bramley,51.206896,-0.57032,Shalford,Cranleigh Waters,3.2,"rgba(255, 0, 0)"
Wye,51.184588,0.930529,Wye,Great Stour,1.25,"rgba(255, 0, 0)"
Wandle Park Main Channel,51.419659,-0.18127,Merton,Wandle,0.535,"rgba(255, 194, 0)"
Eastbury,51.490876,-1.500149,Eastbury,Lambourn,1.25,"rgba(255, 0, 0)"
Newnham Bridge,52.32,-2.523849,Newnham Bridge,River Rea (Teme),1.5,"rgba(255, 0, 0)"
Turvey,52.160107,-0.63018,Turvey,River Great Ouse,0.717,"rgba(255, 194, 0)"
South Creake,52.884248,0.770921,South Creake,River Burn,0.21,"rgba(0, 204, 0)"
Idless Dam,50.284843,-5.057324,Idless,River Allen (downstream),1.1,"rgba(255, 0, 0)"
"Uxbridge, Fountains Mill",51.549497,-0.482704,Uxbridge,Frays,1.4,"rgba(255, 0, 0)"
Fosters Bridge,52.616269,-0.582013,South Luffenham,Chater,1.01,"rgba(255, 0, 0)"
Passenham,52.049192,-0.852318,Stony Stratford,River Great Ouse,2.362,"rgba(255, 0, 0)"
Mytholmroyd Dauber Bridge,53.722779,-1.989756,Mytholmroyd,Cragg Brook,0.306,"rgba(0, 204, 0)"
Birkin Holme Washlands,53.731594,-1.147332,Broomfleet Weighton Lock,River Aire,2.341,"rgba(255, 0, 0)"
Colsterworth,52.810944,-0.623165,Woolsthorpe-By-Colsterworth,Witham,0.77,"rgba(255, 194, 0)"
Stisted,51.888352,0.603806,Stisted,River Blackwater,1.27,"rgba(255, 0, 0)"
Holymoorside,53.219025,-1.493093,Holymoorside,River Hipper,0.8,"rgba(255, 0, 0)"
Prestbury Road,51.907359,-2.061419,Cheltenham,Wymans Brook,0.05,"rgba(0, 204, 0)"
Great Musgrave Bridge,54.512818,-2.364477,Great Musgrave,Eden,1.385,"rgba(255, 0, 0)"
Eaton Socon,52.21309,-0.281653,Eaton Socon,River Great Ouse,0.097,"rgba(0, 204, 0)"
Gosforth,55.017771,-1.614378,Gosforth,Ouse Burn,1.46,"rgba(255, 0, 0)"
Littlethorpe,52.571268,-1.201273,Littlethorpe,River Soar,2.132,"rgba(255, 0, 0)"
Sonning Lock,51.473138,-0.917727,Sonning,Thames,0.257,"rgba(0, 204, 0)"
Edmonton Green,51.626104,-0.060318,Edmonton,Salmon Brook,0.6,"rgba(255, 194, 0)"
Hooke,50.796871,-2.656876,Hooke,River Hooke,0.35,"rgba(0, 204, 0)"
Sunderland Bridge,54.734468,-1.589972,Sunderland Bridge,River Wear,2.2,"rgba(255, 0, 0)"
Powerstock,50.761735,-2.688328,Powerstock,Mangerton Brook,0.95,"rgba(255, 0, 0)"
Hadlow,51.222555,0.334684,Hadlow,Bourne Tributary  Medway,1,"rgba(255, 0, 0)"
Boscastle County Bridge,50.68979,-4.692972,Boscastle,River Valency,1,"rgba(255, 0, 0)"
Catterall,53.866048,-2.811986,St Michael's On Wyre,Wyre,2,"rgba(255, 0, 0)"
Team Valley,54.92056,-1.612265,Lamesley,River Team,1,"rgba(255, 0, 0)"
Carnwood,50.431671,-4.083069,Bickleigh,River Plym,1.6,"rgba(255, 0, 0)"
Moorhouse,54.695931,-2.376978,Moorhouse,Trout Beck,0.8,"rgba(255, 0, 0)"
Rocester,52.95455,-1.833986,Rocester,River Dove,0.671,"rgba(255, 194, 0)"
Umberleigh,50.99542,-3.985089,Umberleigh,River Taw,2.8,"rgba(255, 0, 0)"
Wilmslow,53.330096,-2.227133,Wilmslow,Bollin,1.3,"rgba(255, 0, 0)"
Catterick Bridge,54.388672,-1.653481,Catterick Bridge,River Swale,2.4,"rgba(255, 0, 0)"
Locks Weir,54.084353,-2.280457,Stackhouse,Ribble,1.4,"rgba(255, 0, 0)"
Dauntsey,51.536448,-2.004702,Dauntsey,Dauntsey Brook,1.8,"rgba(255, 0, 0)"
Sedgeberrow,52.04668,-1.963362,Sedgeberrow,River Isbourne,2.1,"rgba(255, 0, 0)"
Loxley Rowell Bridge,53.401832,-1.547627,Loxley,River Loxley,0.164,"rgba(0, 204, 0)"
Southwaite Bridge,54.640395,-3.34813,Cockermouth,Cocker,1.25,"rgba(255, 0, 0)"
Pocklington,53.933016,-0.774873,Hessle,Pocklington Beck,0.4,"rgba(0, 204, 0)"
Milton on Stour,51.053771,-2.289853,Milton On Stour,River Stour,0.53,"rgba(255, 194, 0)"
"Hillingdon, Gutteridge Wood",51.547719,-0.420185,Hillingdon,Yeading Brook West,1.575,"rgba(255, 0, 0)"
Cowbridge,53.007414,-0.020733,Cowbridge,Maud Foster/Stonebridge Drain,1.62,"rgba(255, 0, 0)"
Eckington Sluice,52.062065,-2.124922,Eckington,River Avon,2.6,"rgba(255, 0, 0)"
Uplyme,50.735862,-2.955096,Uplyme,Lim,0.79,"rgba(255, 194, 0)"
"Steamer Pier, Pooley Bridge",54.610449,-2.82694,"Steamer Pier, Pooley Bridge",Lake Ullswater,2.189,"rgba(255, 0, 0)"
Tiverton Lowman,50.904593,-3.479351,Tiverton,River Lowman,0.5,"rgba(255, 194, 0)"
ALFOLDEAN GS,51.086792,-0.406225,Horsham,Arun,1.494,"rgba(255, 0, 0)"
Newark Weir,51.307409,-0.510113,Newark,Wey,20.524,"rgba(255, 0, 0)"
Watson Terrace,54.667281,-2.757052,"Townhead, Penrith",Thacka Beck,0.25,"rgba(0, 204, 0)"
"Station Road, Wigton",54.827452,-3.162746,Wigton,Wiza Beck,0.511,"rgba(255, 194, 0)"
Brandy Wharf,53.460884,-0.474196,Brandy Wharf,Ancholme,1.35,"rgba(255, 0, 0)"
Wootton Fitzpaine,50.749836,-2.903287,Wootton Fitzpaine,Gwyle,0.646,"rgba(255, 194, 0)"
Brinkworth Brook,51.546208,-1.944367,Royal Wootton Bassett,Brinkworth Brook,1.11,"rgba(255, 0, 0)"
Loverley Farm,50.876605,-1.99157,Moor Crichel,River Allen,0.9,"rgba(255, 0, 0)"
Chew Magna Level,51.36697,-2.621881,Chew Magna,Winford Brook,0.45,"rgba(0, 204, 0)"
Bardney,53.213749,-0.345212,Bardney,Witham,2.58,"rgba(255, 0, 0)"
Sheffield Sheaf Screen,53.373959,-1.463059,Missing Data,River Sheaf,0.503,"rgba(255, 194, 0)"
Apperley Bridge,53.837637,-1.706351,Missing Data,River Aire,1.025,"rgba(255, 0, 0)"
Malinbridge,53.40368,-1.495054,Missing Data,River Loxley,0.629,"rgba(255, 194, 0)"
Rother Valley Lake,53.33017,-1.322509,Missing Data,Rother Washlands,0.414,"rgba(0, 204, 0)"
Hexham,54.976253,-2.095184,Hexham,River Tyne,33.3,"rgba(255, 0, 0)"
Eddys Bridge,54.851887,-1.937552,Muddleswick,Derwent (Northumbria),1.9,"rgba(255, 0, 0)"
West Holme Washlands,53.721659,-1.209849,Missing Data,Aire Washlands,0.546,"rgba(255, 194, 0)"
Oxenhope,53.808702,-1.948901,Missing Data,Bridgehouse Beck,0.124,"rgba(0, 204, 0)"
Girton,52.243719,0.07758,Girton,Washpit Brook,0.931,"rgba(255, 0, 0)"
Oakington,52.255096,0.055885,Oakington,Beck Brook,0.35,"rgba(0, 204, 0)"
Wardropers,51.644879,0.396505,Billericay,River Wid,2.056,"rgba(255, 0, 0)"
Middlesbrough Ormesby Hall,54.544678,-1.19878,Middlesbrough,Ormesby Beck,0.35,"rgba(0, 204, 0)"
Upwey,50.665744,-2.480878,Upwey,River Wey,0.298,"rgba(0, 204, 0)"
Ruskington Beck,53.048222,-0.396166,Ruskington,Ruskington Beck,0.7,"rgba(255, 194, 0)"
Tickton PS,53.86754,-0.367529,Tickton PS,Holderness drain,-1.306,"rgba(0, 204, 0)"
Whitbarrow Close,54.33056,-2.721958,Kendal,Stock Beck,0.2,"rgba(0, 204, 0)"
Egypt Mill,51.697359,-2.175147,Nailsworth,River Frome,1.5,"rgba(255, 0, 0)"
Pawston,55.593513,-2.232993,Pawston,Bowmont Water,1.9,"rgba(255, 0, 0)"
Hempholme PS,53.929542,-0.334541,Hempholme PS,Roam Drain,-0.259,"rgba(0, 204, 0)"
Hessle Western Drain,53.734403,-0.435579,Hessle Western Drain,Fleet Drain,0.256,"rgba(0, 204, 0)"
Norlands Lane FD,51.410875,-0.515797,Norlands Lane FD,Meadlake Ditch,1.1,"rgba(255, 0, 0)"
Marsh Road Sluice,52.799742,-0.132532,Spalding,Welland Below Peakirk,1.452,"rgba(255, 0, 0)"
Eastbury Flood Control Structure,51.497183,-1.511619,Eastbury,Lambourn,2.65,"rgba(255, 0, 0)"
Buckfastleigh,50.482427,-3.783081,Buckfasteligh,River Mardle,0.3,"rgba(0, 204, 0)"
Tiverton Parkway,50.918719,-3.35971,Tiverton Parkway,Spratford Stream,0.8,"rgba(255, 0, 0)"
Easton,51.088829,-1.2729,Easton,Itchen,1.1,"rgba(255, 0, 0)"
Newtown Linford,52.683384,-1.230147,Newtown Linford,River Lin,1.4,"rgba(255, 0, 0)"
Crabble Mill,51.140192,1.287219,Dover,River Dour,0.5,"rgba(255, 194, 0)"
Birstall Smithies,53.727802,-1.661253,Missing Data,Batley Beck,0.099,"rgba(0, 204, 0)"
Black Bull Road,51.085655,1.177662,Folkestone,Pent Stream,1.206,"rgba(255, 0, 0)"
Bondend Road,51.834606,-2.193371,Gloucester,Twyver,1.5,"rgba(255, 0, 0)"
Hucclecote,51.857643,-2.180344,Gloucester,Horsbere Brook,2,"rgba(255, 0, 0)"
Sandhurst Horn's Ditch,51.888033,-2.253216,Maisemore,River Severn,1.5,"rgba(255, 0, 0)"
Cheyney Close,51.848593,-2.220433,Gloucester,Sud Brook,1.5,"rgba(255, 0, 0)"
India Road,51.856617,-2.227456,Gloucester,Twyver,1,"rgba(255, 0, 0)"
Puxton,52.394519,-2.253581,Kidderminster,River Stour (Worcs),2.3,"rgba(255, 0, 0)"
Brearley,53.729568,-1.961304,Missing Data,River Calder,0.829,"rgba(255, 0, 0)"
Chesterfield Ashgate,53.242734,-1.453673,Missing Data,River Holme,0.151,"rgba(0, 204, 0)"
Hensall Ings,53.709879,-1.081836,Missing Data,Wheelan Dyke,0.219,"rgba(0, 204, 0)"
Chesterfield St Augustines,53.225424,-1.425584,Missing Data,River Rother,0.444,"rgba(0, 204, 0)"
Keighley Dalton Lane,53.869559,-1.894095,Missing Data,River Worth,0.328,"rgba(0, 204, 0)"
Wrenthorpe,53.691537,-1.517695,Missing Data,Balne Beck,0.687,"rgba(255, 194, 0)"
Whiston Brook,53.407069,-1.319287,Missing Data,Whiston Brook,0.176,"rgba(0, 204, 0)"
Topham Ferry Bridge,53.649282,-1.06356,Missing Data,River Went,1.615,"rgba(255, 0, 0)"
Tumbling Bay Weir DS,51.809124,-0.023037,Ware,Amwell Loop,30.733,"rgba(255, 0, 0)"
Shipley,53.833276,-1.771688,Missing Data,Bradford Beck,0.398,"rgba(0, 204, 0)"
Littlestock Brook (Temporary),51.865237,-1.618104,Milton-Under-Wychwood,Evenlode,1,"rgba(255, 0, 0)"
